1/2-SBSRNA4 	 1
A1BG 	 0
A1BG-AS1 	 0
A1CF 	 0
A2LD1 	 0
A2M 	 0
A2ML1 	 0
A2MP1 	 124
A4GALT 	 0
A4GNT 	 0
AA06 	 0
AAA1 	 0
AAAS 	 21
AACS 	 0
AACSP1 	 0
AADAC 	 0
AADACL2 	 0
AADACL3 	 0
AADACL4 	 0
AADAT 	 0
AAGAB 	 1
AAK1 	 102
AAMP 	 0
AANAT 	 0
AARS 	 1
AARS2 	 0
AARSD1 	 19
AASDH 	 0
AASDHPPT 	 167
AASS 	 1
AATF 	 0
AATK 	 5
AATK-AS1 	 0
ABAT 	 393
ABCA1 	 1
ABCA10 	 3
ABCA11P 	 298
ABCA12 	 0
ABCA13 	 0
ABCA17P 	 29
ABCA2 	 0
ABCA3 	 6
ABCA4 	 0
ABCA5 	 32
ABCA6 	 134
ABCA7 	 0
ABCA8 	 0
ABCA9 	 0
ABCB1 	 0
ABCB10 	 0
ABCB11 	 0
ABCB4 	 0
ABCB5 	 0
ABCB6 	 44
ABCB7 	 3
ABCB8 	 135
ABCB9 	 7
ABCC1 	 8
ABCC10 	 6
ABCC11 	 0
ABCC12 	 0
ABCC13 	 0
ABCC2 	 0
ABCC3 	 0
ABCC4 	 0
ABCC5 	 141
ABCC6 	 0
ABCC6P1 	 0
ABCC6P2 	 0
ABCC8 	 67
ABCC9 	 0
ABCD1 	 0
ABCD2 	 93
ABCD3 	 22
ABCD4 	 174
ABCE1 	 0
ABCF1 	 0
ABCF2 	 7
ABCF3 	 92
ABCG1 	 0
ABCG2 	 0
ABCG4 	 36
ABCG5 	 0
ABCG8 	 0
ABHD1 	 0
ABHD10 	 0
ABHD11 	 2
ABHD11-AS1 	 0
ABHD12 	 0
ABHD12B 	 0
ABHD13 	 0
ABHD14A 	 0
ABHD14A-ACY1 	 1
ABHD14B 	 0
ABHD15 	 0
ABHD16A 	 0
ABHD16B 	 0
ABHD2 	 5
ABHD3 	 0
ABHD4 	 0
ABHD5 	 18
ABHD6 	 5
ABHD8 	 0
ABI1 	 2
ABI2 	 111
ABI3 	 0
ABI3BP 	 0
ABL1 	 137
ABL2 	 8
ABLIM1 	 135
ABLIM2 	 9
ABLIM3 	 79
ABO 	 0
ABP1 	 0
ABR 	 1
ABRA 	 71
ABT1 	 0
ABTB1 	 0
ABTB2 	 2
ACAA1 	 0
ACAA2 	 107
ACACA 	 208
ACACB 	 0
ACAD10 	 0
ACAD11 	 0
ACAD8 	 0
ACAD9 	 0
ACADL 	 0
ACADM 	 0
ACADS 	 0
ACADSB 	 0
ACADVL 	 264
ACAN 	 0
