1/2-SBSRNA4 	 0
A1BG 	 0
A1BG-AS1 	 0
A1CF 	 0
A2LD1 	 0
A2M 	 58
A2ML1 	 0
A2MP1 	 63
A4GALT 	 0
A4GNT 	 0
AA06 	 0
AAA1 	 0
AAAS 	 0
AACS 	 10
AACSP1 	 0
AADAC 	 0
AADACL2 	 0
AADACL3 	 0
AADACL4 	 0
AADAT 	 3
AAGAB 	 0
AAK1 	 2
AAMP 	 28
AANAT 	 0
AARS 	 53
AARS2 	 4
AARSD1 	 30
AASDH 	 36
AASDHPPT 	 39
AASS 	 536
AATF 	 0
AATK 	 5
AATK-AS1 	 0
ABAT 	 1
ABCA1 	 0
ABCA10 	 0
ABCA11P 	 0
ABCA12 	 0
ABCA13 	 0
ABCA17P 	 0
ABCA2 	 0
ABCA3 	 1
ABCA4 	 1
ABCA5 	 71
ABCA6 	 0
ABCA7 	 0
ABCA8 	 0
ABCA9 	 0
ABCB1 	 0
ABCB10 	 72
ABCB11 	 0
ABCB4 	 0
ABCB5 	 0
ABCB6 	 0
ABCB7 	 3
ABCB8 	 0
ABCB9 	 0
ABCC1 	 0
ABCC10 	 0
ABCC11 	 0
ABCC12 	 0
ABCC13 	 0
ABCC2 	 0
ABCC3 	 0
ABCC4 	 0
ABCC5 	 0
ABCC6 	 0
ABCC6P1 	 0
ABCC6P2 	 0
ABCC8 	 409
ABCC9 	 0
ABCD1 	 0
ABCD2 	 0
ABCD3 	 0
ABCD4 	 185
ABCE1 	 1
ABCF1 	 0
ABCF2 	 0
ABCF3 	 5
ABCG1 	 0
ABCG2 	 0
ABCG4 	 0
ABCG5 	 0
ABCG8 	 0
ABHD1 	 0
ABHD10 	 9
ABHD11 	 0
ABHD11-AS1 	 0
ABHD12 	 0
ABHD12B 	 0
ABHD13 	 0
ABHD14A 	 0
ABHD14A-ACY1 	 0
ABHD14B 	 0
ABHD15 	 0
ABHD16A 	 0
ABHD16B 	 0
ABHD2 	 9
ABHD3 	 0
ABHD4 	 0
ABHD5 	 0
ABHD6 	 1
ABHD8 	 0
ABI1 	 11
ABI2 	 496
ABI3 	 0
ABI3BP 	 0
ABL1 	 0
ABL2 	 220
ABLIM1 	 350
ABLIM2 	 0
ABLIM3 	 157
ABO 	 0
ABP1 	 0
ABR 	 0
ABRA 	 0
ABT1 	 0
ABTB1 	 0
ABTB2 	 0
ACAA1 	 0
ACAA2 	 0
ACACA 	 0
ACACB 	 1
ACAD10 	 0
ACAD11 	 0
ACAD8 	 0
ACAD9 	 0
ACADL 	 0
ACADM 	 194
ACADS 	 0
ACADSB 	 166
ACADVL 	 0
ACAN 	 0
ACAP1 	 3
ACAP2 	 0
ACAP3 	 0
ACAT1 	 535
ACAT2 	 113
ACBD3 	 31
ACBD4 	 0
ACBD5 	 0
ACBD6 	 0
ACBD7 	 0
ACCN1 	 30
ACCN2 	 205
ACCN3 	 0
ACCN4 	 0
ACCN5 	 0
ACCS 	 81
ACCSL 	 0
ACD 	 0
ACE 	 1
ACE2 	 0
ACER1 	 0
ACER2 	 0
ACER3 	 0
ACHE 	 0
ACIN1 	 3
ACLY 	 8
ACMSD 	 0
ACN9 	 32
ACO1 	 79
ACO2 	 53
ACOT1 	 0
ACOT11 	 0
ACOT12 	 0
ACOT13 	 0
ACOT2 	 0
ACOT4 	 0
ACOT6 	 0
ACOT7 	 14
ACOT8 	 0
ACOT9 	 0
